OwnerUserId,Post_body
"30488","$R^2$ (coefficient of determination) and linearity in multiple linear regression,Confidence interval from R's prop.test() differs from hand calculation and result from SAS,Interpreting proportions that sum to one as independent variables in linear regression,Motivation to center continuous predictor in multiple regression for sake of multicollinearity?,Nonlinear vs. generalized linear model: How do you refer to logistic, Poisson, etc. regression?,Post-hoc test for chi-square goodness-of-fit test,R: anova() vs. Anova() for test of categorical predictor from glmer or glm.nb object,R: Box-plot on log scale vs. log-transforming *then* creating box-plot: Don't get same result,Reduced degrees of freedom using transformed data in one-way ANOVA (SAS PROC MIXED),Removing interaction term from repeated measures two-way ANOVA in R: Anova() function in car package,Role of Central Limit Theorem in one-way ANOVA,Split-plot analysis with four factors in SAS,Welch's ANOVA inconsistent in PROC MIXED vs. PROC GLM"
"101371","Deal with independent variables whose value are too concentrated?,Logistic regression with r and stata,Test extreme value distribution in Logit Model,Tests for goodness of fit of Logit model,Will AIC become smaller when we add more regressors?"
"3501","Confidence intervals for two-part regression model,dirmult package in R"
"27477","Algorithm for minimization of sum of squares in regression packages,Suitable graph to visualize the spread of data"
"25811","does rstandard standardize in z?,how to analyze necessary/sufficient relationship?"
"27975","Fitting distributions in R"
"17398","Bounds on tail of distribution by sum of tails,Factorial experiment in GLR model,How am I using KS test incorrectly in R?,Should the likelihood function be increasing in every step of the EM algorithm?,standardised random variable least square regression $X$ against $Y$, $Y$ against $X$"
"81162","lavaan WARNING: could not compute standard errors!"
"128527","Confidence intervals on predictions for a non-linear mixed model (nlme)"
"98646","All functions in high dimensional space,choosing test set in a seasonal time series,gbm could make prediction out of thin air?,how to model/measure fading-out of predictors?,US Election results 2016: What went wrong with prediction models?,Variable selection for predictive modeling really needed in 2016?"
"77249","Application of Bayes' Theorem?,How to get non-negative solutions to matrix in R?,Using Tobit model to model right censored data"
"10640","Unknown p-value calculation"
"22585","Intuition on interchangeability of regression and classification,What model can I use to describe the following time-series?"
"55217","How are the p-values in the glmer (lme4) output calculated?,Post hoc test for object of class glmerMod in R?"
"81185","Gradient for logistic loss function"
"40418","R: power calculation for beta coefficient"
"61145","Rate of convergence of the coverage probability of bootstrap confidence intervals,Relation between $R^2$ and the covariate correlation matrix,Relation between R2 and the covariate correlation matrix (multidimensional case),Transformation of the covariate matrix within a Bivariate Normal Distribution,Why this function (smooth monotonic) keeps the gaussian aspect?"
"71965","Cox PH Modelling: How important are ties to the end result?,Handling Informative Censoring in Survival Analysis,How can I extract all the p values from a model for an individual factor variable?,Need a method for determining variable groupings in R,Vectorized Implementation of Cox PH Model Scoring Process,What model fit / predictive accuracy measure can be used to cross validate a Cox PH model with censored data?"
"776","Am I creating bias by using the same random seed over and over?,Better Classification of default in logistic regression,Clustering Survey Responses Based on Dichotomous Responses,Comparing sample to a known population,Conjoint Packages for R,Finite population correction for calculating margin of error,For chi-square on any 2 by X contingency table, should no more than 20% of the cells  be less than 5? ,Getting seRious about time series with R,How to compare Likert scales with varying number of categories across time?,How to test if change is significant across multiple categories?,Hypothesis testing terminology surrounding null,Interpreting 2D correspondence analysis plots,Interpreting 2D correspondence analysis plots (Part II),Logistic Regression - Multicollinearity Concerns/Pitfalls,Logistic Regression: Classification Tables a la SPSS in R,Logistic Regression: Transforming Variables,Resampling within a survey to account for missing data,Small sample linear regression: Where to start,Using R's formula style lm() with SPSS,Validating a linear model with R, lm(),Visualizing two scalar variables over time,What are best practices in identifying interaction effects?,What are the differences between Factor Analysis and Principal Component Analysis?,Words that estimate numerical proportions of a group"
